,Type,Name,Year,Director,Address,Lat,Lon,Borough,Number_of_Complaints,Style,Material,Use,Nbhd,Imdb,Tel,Url,System,Categories,Phone,Rating,Price,Zip_code
3637,restaurant,SOUEN,NA,NA,326 E 6TH ST,40.72666931,-73.98737335,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2123881155,3.5,$$,10003
3638,restaurant,SOUTH OF THE CLOUDS,NA,NA,16 W 8TH ST,40.73264,-73.99752,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2128889653,4,$$,10011
3639,restaurant,SOUVLAKI GR KOUZINA,NA,NA,231 E 53RD ST,40.757359,-73.968025,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,2128320395,3.5,$$,10022
3640,restaurant,SOUVLAKI GR KOUZINA,NA,NA,231 E 53RD ST,40.75725,-73.96808,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2128320395,4,$$,10022
3641,restaurant,SPA CASTLE PREMIER,NA,NA,115 E 57TH ST,40.76143,-73.96992,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2127508800,4,$$,10022
3642,restaurant,SPACE BILLARD,NA,NA,34 W 32ND ST,40.74776857,-73.98729141,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2122394166,3.5,$$,10001
3643,restaurant,SPACE BILLARD,NA,NA,34 W 32ND ST,40.74768829,-73.98735046,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2122394166,3,$$,10001
3644,restaurant,SPACE KARAOKE,NA,NA,34 W 32ND ST,40.74776857,-73.98729141,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,6467564206,3.5,$$,10001
3645,restaurant,SPACE KARAOKE,NA,NA,34 W 32ND ST,40.74768829,-73.98735046,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,6467564206,3,$$,10001
3646,restaurant,SPAGHETTI INCIDENT PASTA SHOP,NA,NA,231 ELDRIDGE ST,40.72231534,-73.98994543,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,6468961446,4,$$,10002
3647,restaurant,SPEEDY ROMEO,NA,NA,63 CLINTON ST,40.71951,-73.98514,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pizza,2125296300,4,$$,10002
3648,restaurant,SPEEDY'S DELI,NA,NA,1271 BROADWAY,40.7482605,-73.988472,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,2126838997,2.5,$$,10001
3649,restaurant,SPICE SAIGON,NA,NA,1237 1ST AVE,40.76456218,-73.95857277,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vietnamese,2126280088,3.5,$$,10065
3650,restaurant,SPICY SHALLOT,NA,NA,7701 WOODSIDE AVE,40.74370533,-73.88789169,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,7186725266,3.5,$$,11373
3651,restaurant,SPRING CAFE,NA,NA,153 CENTRE ST,40.71792,-74.00021,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2122269669,4.5,$,10013
3652,restaurant,SPRINKLES CUPCAKES,NA,NA,200 VESEY ST,40.71308651,-74.01608423,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2126039321,3.5,$$,10285
3653,restaurant,SQUARE MEALS,NA,NA,234 STARR ST,40.70554296,-73.92255392,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,6463383535,4,$,11237
3654,restaurant,SQUARE MEALS,NA,NA,234 STARR ST,40.705553,-73.922343,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Venezuelan,6463383535,4.5,$,11237
3655,restaurant,SSAM,NA,NA,170 SMITH ST,40.68594,-73.991274,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,7188527726,4,$$,11201
3656,restaurant,ST GEORGE TAVERN RESTAURANT & BAR,NA,NA,103 WASHINGTON ST,40.70838,-74.01408,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2122409868,3.5,$$,10006
3657,restaurant,ST GEORGE TAVERN RESTAURANT & BAR,NA,NA,103 WASHINGTON ST,40.70838,-74.01408,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,French,2122409868,3.5,$$,10006
3658,restaurant,ST TROPEZ,NA,NA,196 SPRING ST,40.72506,-74.00322,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,9292614441,4.5,$$,10012
3659,restaurant,STANLEY WOLFSON,NA,NA,381 LENOX AVE,40.8104436,-73.943642,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6467660555,4,$$$$,10027
3660,restaurant,STAR OF SIAM THAI KITCHEN,NA,NA,10318 METROPOLITAN AVE,40.70996,-73.849334,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,7185444097,3,$$,11375
3661,restaurant,STARBUCKS # 24485,NA,NA,875 3RD AVE,40.75722,-73.96919,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,6464774945,3,$,10022
3662,restaurant,STARBUCKS COFFEE COMPANY #29854,NA,NA,185 GREENWICH ST,40.71186962,-74.01154869,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches,2126159700,2.5,$$,10007
3663,restaurant,STARBUCKS COFFEE COMPANY #29854,NA,NA,185 GREENWICH ST,40.7099275,-74.0126017,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2126159700,3,$,10007
3664,restaurant,STEAM FISH,NA,NA,500 E 149TH ST,40.81464,-73.9148699,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peruvian,7182927997,4.5,$$,10455
3665,restaurant,STICK TO MY POT,NA,NA,224 W 35TH ST,40.751906,-73.991309,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6468222203,4,$$,10001
3666,restaurant,STOCKED,NA,NA,635 VANDERBILT AVE,40.677962,-73.968413,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,American (New),9292346555,4,$$,11238
3667,restaurant,STREET TACO,NA,NA,358 3RD AVE,40.74097,-73.98202,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cocktail Bars,7184969027,4,$$,10016
3668,restaurant,STROKOS GOURMET DELI,NA,NA,1090 AMSTERDAM AVE,40.8052437,-73.96227635,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Creperies,2126662121,3,$$,10025
3669,restaurant,SU KHUM VIT 51,NA,NA,224 E 51ST ST,40.75591398,-73.96938679,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,2128888894,4,$$,10022
3670,restaurant,SUGAR & CAKE FANTASIES BAKERY,NA,NA,8610 ROOSEVELT AVE,40.747793,-73.87985,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,7187096001,4.5,$,11372
3671,restaurant,SUGARCANE RAW BAR GRILL,NA,NA,55 WATER ST,40.703415,-73.991409,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,7184739555,3.5,$$$,11201
3672,restaurant,SUGARCANE RAW BAR GRILL,NA,NA,55 WATER ST,40.703799,-73.992343,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7184739555,4,$$$,11201
3673,restaurant,SUKI ICHIRO SUSHI,NA,NA,1694 2ND AVE,40.7788709,-73.9508071,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2123697088,4,$$,10128
3674,restaurant,SUMA SUSHI,NA,NA,964 AMSTERDAM AVE,40.8015,-73.96534,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,2122805858,4,$$,10025
3675,restaurant,SUMA SUSHI,NA,NA,964 AMSTERDAM AVE,40.8015,-73.96534,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2122805858,4.5,$,10025
3676,restaurant,SUMI SUSHI,NA,NA,287 FLATBUSH AVE,40.679178,-73.973522,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7186381689,4,$$,11217
3677,restaurant,SUMO SUSHI,NA,NA,139 HAVEMEYER ST,40.711968,-73.957126,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7187828400,3,$$,11211
3678,restaurant,SUN LUCK RESTAURANT,NA,NA,197 5TH AVE,40.67662811,-73.98002625,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7187894439,3,$,11217
3679,restaurant,SUNRISE,NA,NA,3320 BROADWAY,40.760806,-73.923281,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7189563223,3.5,$,11106
3680,restaurant,SUNRISE/SUNSET,NA,NA,351 EVERGREEN AVE,40.69381,-73.922683,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,6175990334,3.5,$$,11221
3681,restaurant,SUPER POWER,NA,NA,722 NOSTRAND AVE,40.67392687,-73.95032747,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cocktail Bars,7184840020,4.5,$$,11216
3682,restaurant,SUPREMA,NA,NA,305 BLEECKER ST,40.7326925,-74.0036155,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,6469644994,3.5,$$,10014
3683,restaurant,SUPREME COURT AT SCHELTZER HALL FORDHAM UNIV,NA,NA,150 W 62ND ST,40.7715683,-73.9849167,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vietnamese,6463465110,3,$$,10023
3684,restaurant,SURF,NA,NA,37 NAVY PIER CT,40.62955688,-74.07334202,Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,American (New),7182732701,4,$$$$,10304
3685,restaurant,SURFISH BISTRO,NA,NA,550 3RD AVE,40.74744,-73.97728,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shanghainese,7187888070,4,$$,10016
3686,restaurant,SURFISH BISTRO,NA,NA,550 3RD AVE,40.6687008,-73.9936051,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin American,7187888070,4,$$,11215
3687,restaurant,SURYA INDIAN CUISINE,NA,NA,154 BLEECKER ST,40.7281,-73.99963,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian,7187374235,4,$$,10012
3688,restaurant,SURYA INDIAN CUISINE,NA,NA,154 BLEECKER ST,40.72835264,-73.99962636,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Street Vendors,7187374235,5,$,10012
3689,restaurant,SUSHI & NOODLES,NA,NA,274 TROUTMAN ST,40.70347,-73.92577,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noodles,7183662825,4,$$,11237
3690,restaurant,SUSHI BISTRO,NA,NA,2106 E 19TH ST,40.59897,-73.9526999,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,3478378223,4,$$,11229
3691,restaurant,SUSHI BY M,NA,NA,75 E 4TH ST,40.72666,-73.99027,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9176509052,4.5,$$$,10003
3692,restaurant,SUSHI D,NA,NA,207 DEKALB AVE,40.6896898,-73.9713079,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7188580058,3.5,$$,11205
3693,restaurant,SUSHI DOJO,NA,NA,110 1ST AVE,40.72662735,-73.985672,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6466929398,4,$$$$,10009
3694,restaurant,SUSHI FACTORY,NA,NA,772 49TH ST,40.64185181,-74.00388701,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7186868688,3.5,$$,11220
3695,restaurant,SUSHI FUSSION,NA,NA,26 W 47TH ST,40.75677711,-73.97913437,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2122217480,4,$$,10036
3696,restaurant,SUSHI GAMA,NA,NA,1403 2ND AVE,40.76967,-73.95796,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2128792393,3.5,$$,10021
3697,restaurant,SUSHI GINZA ONODERA,NA,NA,461 5TH AVE,40.7523399,-73.98151,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2123900925,4.5,$$$$,10017
3698,restaurant,SUSHI ISHIKAWA,NA,NA,419 E 74TH ST,40.768783,-73.9538981,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2126517292,4.5,$$$$,10021
3699,restaurant,SUSHI K BAR,NA,NA,888 BEDFORD AVE,40.6942529,-73.9560939,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kosher,7188715227,3.5,$$,11205
3700,restaurant,SUSHI KATSUEI,NA,NA,210 7TH AVE,40.6707147,-73.9785903,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7187885338,4,$$$,11215
3701,restaurant,SUSHI KATSUI,NA,NA,357 6TH AVE,40.7322599,-74.0009199,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,3477132804,3.5,$$$$,10014
3702,restaurant,SUSHI LIN,NA,NA,335 FLATBUSH AVE,40.677786,-73.972591,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,3476276027,5,$$$,11217
3703,restaurant,SUSHI OF GARI 46,NA,NA,347 W 46TH ST,40.76072,-73.98957,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2129570046,4,$$$$,10036
3704,restaurant,SUSHI OF GARI TRIBECA,NA,NA,130 W BROADWAY,40.71678037,-74.00847092,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2122850130,3.5,$$$$,10013
3705,restaurant,SUSHI OF GARI/UPPER EAST SIDE,NA,NA,402 E 78TH ST,40.77137,-73.95275,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6465733129,4,$$$$,10075
3706,restaurant,SUSHI ON JONES,NA,NA,348 BOWERY,40.72664,-73.99202,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,9172701815,4,$$$,10012
3707,restaurant,SUSHI PARA 88,NA,NA,212 W 14TH ST,40.738666,-74.000785,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2128821089,3.5,$$,10011
3708,restaurant,SUSHI REN,NA,NA,1584 2ND AVE,40.7753299,-73.95339,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2127108888,3.5,$$,10028
3709,restaurant,SUSHI RYUSEI,NA,NA,216 E 39TH ST,40.74845,-73.97513,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2129838880,4.5,$$$$,10016
3710,restaurant,SUSHI STAR,NA,NA,462 9TH AVE,40.75444,-73.99532,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2122791010,3.5,$$,10018
3711,restaurant,SUSHI SUKI,NA,NA,1577 YORK AVE,40.774562,-73.948486,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2122493766,3.5,$$,10028
3712,restaurant,SUSHI SUSHI,NA,NA,126 MACDOUGAL ST,40.72997,-74.0002,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2124774000,4,$$,10012
3713,restaurant,SUSHI TATSU,NA,NA,609 FRANKLIN AVE,40.677695,-73.9553284,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7183988826,2.5,$$,11238
3714,restaurant,SUSHI TOKYO CHELSEA,NA,NA,121 W 19TH ST,40.74081,-73.99509,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2126334330,3.5,$$,10011
3715,restaurant,SUSHI YU,NA,NA,214 PROSPECT PARK W,40.660354,-73.980682,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7188328688,3.5,$$,11215
3716,restaurant,SUSHI ZO,NA,NA,88 W 3RD ST,40.7297821,-73.9992218,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,3109754871,4.5,$$$$,10012
3717,restaurant,SUSHI ZO,NA,NA,88 W 3RD ST,40.7297821,-73.9992218,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,3109754871,4.5,$$$$,10012
3718,restaurant,SUSHIYAMA ASIAN FUSION,NA,NA,6612 AVE U,40.61701294,-73.90970419,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,7182517800,3.5,$$,11234
3719,restaurant,SUSHUMAI ASIAN FUSION,NA,NA,112 STANTON ST,40.72116107,-73.98728661,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2127778808,4.5,$$,10002
3720,restaurant,SUTEISHI,NA,NA,24 PECK SLIP,40.70788,-74.00194,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2127662344,4,$$$,10038
3721,restaurant,SUZU SUSHI,NA,NA,1075 1ST AVE,40.75946,-73.96231,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6462295310,3.5,$$,10022
3722,restaurant,SUZUKI,NA,NA,114 W 47TH ST,40.75814,-73.98304,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2122780010,4,$$$$,10036
3723,restaurant,SUZUKI,NA,NA,114 W 47TH ST,40.75827979,-73.9827184,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2122780010,3.5,$$$$,10036
3724,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74761,-73.98631,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2129671678,3,$$,10001
3725,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74754531,-73.98628433,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,3.5,$$,10001
3726,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74761,-73.98631,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicken Wings,2129671678,4,$$,10001
3727,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.7478744,-73.9867252,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,3,$,10001
3728,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74787903,-73.98751831,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,3,$,10016
3729,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74761,-73.98631,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,3.5,$,10001
3730,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.7476713,-73.9862736,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,3.5,$,10001
3731,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.747682,-73.986108,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,2129671678,2.5,$$,10001
3732,restaurant,SWEET CHURROS,NA,NA,11 W 32ND ST,40.74761,-73.98631,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Court,2129671678,3.5,$,10001
3733,restaurant,SWEET LIFE PASTRY,NA,NA,3887 BROADWAY,40.83751094,-73.94261903,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bakeries,2123040265,4.5,$,10032
3734,restaurant,SWEETCATCH POKE,NA,NA,185 GREENWICH ST,40.71186962,-74.01154869,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches,2126196060,2.5,$$,10007
3735,restaurant,SWEETCATCH POKE,NA,NA,185 GREENWICH ST,40.7099275,-74.0126017,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,2126196060,3,$,10007
3736,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.75433766,-73.97653256,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Stands,2016321090,3.5,$$,10021
3737,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.754394,-73.976104,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thai,2016321090,2.5,$$,10169
3738,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.7543721,-73.97618,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soup,2016321090,4,$,10169
3739,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.75424603,-73.97562834,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wine Bars,2016321090,3.5,$$,10169
3740,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.7543721,-73.9761826,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramen,2016321090,3,$$,10169
3741,restaurant,SWEETGREEN GRAND CENTRAL,NA,NA,230 PARK AVE,40.754623,-73.976605,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food Court,2016321090,4,$$,10169
3742,restaurant,SWELL DIVE,NA,NA,1013 BEDFORD AVE,40.68918386,-73.95496096,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filipino,9176524779,4,$$,11205
3743,restaurant,SWICK 2,NA,NA,3504 35TH ST,40.7564825,-73.9254339,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,9178168723,4,$,11106
3744,restaurant,SZE'S GARDEN,NA,NA,201 CYPRESS AVE,40.70826305,-73.91975999,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7183869741,4,$,11385
3745,restaurant,SZE'S GOLDEN DRAGON,NA,NA,3406 31ST AVE,40.76287,-73.92097,Queens,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7187772727,3.5,$,11106
3746,restaurant,SZECHUAN DELIGHT,NA,NA,152 7TH AVE,40.67254,-73.97706,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7187885408,3,$$,11215
3747,restaurant,Sugar Fish,NA,NA,33 E 20TH ST,40.73901,-73.98882,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,3477058100,4,$$$,10003
3748,restaurant,Sushi Ann,NA,NA,38 E 51ST ST,40.7580919,-73.9745541,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2127551780,3.5,$$$$,10022
3749,restaurant,Sushi Kaito,NA,NA,244 W 72ND ST,40.77916,-73.98367,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,6465093622,4.5,$$$$,10023
3750,restaurant,Sushi Q,NA,NA,1610 CROSBY AVE,40.84424,-73.83035,Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi Bars,7188221627,3.5,$$,10461
3751,restaurant,T SWIRL CREPE,NA,NA,2 MOTT ST,40.71393,-73.9985899,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desserts,9173851966,4.5,$,10013
3752,restaurant,T.G.I. FRIDAY'S,NA,NA,47 BROADWAY,40.7065033,-74.01294015,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2124838321,3,$$,10006
3753,restaurant,TABARE RESTAURANT,NA,NA,1006 FLUSHING AVE,40.70381,-73.93076,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cocktail Bars,9174605917,4,$$,11237
3754,restaurant,TABATA 2 JAPANESE NOODLE RESTAURANT,NA,NA,557 8TH AVE,40.75475,-73.992,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japanese,2124652418,3.5,$$,10018
3755,restaurant,TABETOMO,NA,NA,131 AVENUE A,40.72688,-73.98311,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ramen,2695980939,4,$$,10009
3756,restaurant,TABLE 87 PIZZA,NA,NA,254 36TH ST,40.6564113,-74.0082717,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Korean,7184992198,4.5,$$,11232
3757,restaurant,TABLESIDE ITALIAN COOK SHOPPE,NA,NA,345 E 6TH ST,40.7266287,-73.9863384,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian,2124770617,4.5,$$,10003
3758,restaurant,TAC N ROLL,NA,NA,124 E 4TH ST,40.7252676,-73.9877743,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,2123530800,4.5,$,10003
3759,restaurant,TACK'S CHINESE TAKE OUT,NA,NA,11C HOLDEN BLVD,40.60462,-74.12123,Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,7189839854,3.5,$$,10314
3760,restaurant,TACO BANDITO,NA,NA,325 8TH AVE,40.74747635,-73.99715517,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tacos,2129895518,3.5,$,10001
3761,restaurant,"TACO BELL, PIATTINO, GREEN LEAFS",NA,NA,2655 RICHMOND AVE,40.58185759,-74.16522116,Staten Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pan Asian,7187915768,3.5,$$,10314
3762,restaurant,TACO DUMBO,NA,NA,56 SPRING ST,40.72206,-73.99674,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asian Fusion,9178540764,4,$$,10012
3763,restaurant,TACO MAHAL,NA,NA,73 7TH AVE S,40.732337,-74.003303,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian,6467191553,4.5,$,10014
3764,restaurant,TACO RECIPE,NA,NA,23 ESSEX ST,40.71526069,-73.99000609,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,2123531886,3.5,$,10002
3765,restaurant,TACO TODAY,NA,NA,1659 1ST AVE,40.77726,-73.94932,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2129968191,4.5,$$,10028
3766,restaurant,TACODUMBO (IN THE PENNSY FOOD HALL),NA,NA,2 PENN PLZ,40.75032054,-73.99196867,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vegan,9178540764,4,$$,10001
3767,restaurant,TACOMBI BLEECKER ST.,NA,NA,255 BLEECKER ST,40.73112,-74.00272,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,6469645984,3.5,$$,10014
3768,restaurant,TACOS CUAUTLA MORALES,NA,NA,438 E 9TH ST,40.72746191,-73.98320503,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,3477725216,3.5,$$,10009
3769,restaurant,TACOS EL BRONCO RESTAURANT,NA,NA,4324 4TH AVE,40.65006,-74.00915,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,7187882229,4,$,11220
3770,restaurant,TACOS EL BRONQUITO RESTAURANT,NA,NA,405 45TH ST,40.6491662,-74.0092249,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,9173491322,4,$$,11220
3771,restaurant,TACOS EL NOPAL,NA,NA,8321 5TH AVE,40.6228991,-74.02505,Brooklyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican,3475787461,4,$$,11209
3772,restaurant,TACOS GRAND CENTRAL,NA,NA,134 E 27TH ST,40.74183,-73.98271,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chinese,2128899090,4,$,10010
